"SourceFile"	"FileName"	"Make"	"Model"	"DateTimeOriginal"	"TriggerMode"	"Sequence"	"EventNumber"	"MoonPhase"	"AmbientTemperature"	"SerialNumber"	"Contrast"	"Brightness"	"Sharpness"	"Saturation"	"NewFileName"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Vestre Jakobselv/vj_ga_hu_1/2020/IMG_0001.JPG"	"IMG_0001.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:07 13:16:52"	"M"	"1 2"	1	1	18	"S750HK04275576"	159	223	32	0	"vj_ga_hu_1_2019-07-07_0005.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Vestre Jakobselv/vj_ga_hu_1/2020/IMG_0002.JPG"	"IMG_0002.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:07 13:16:53"	"M"	"2 2"	1	1	18	"S750HK04275576"	159	223	32	0	"vj_ga_hu_1_2019-07-07_0006.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Vestre Jakobselv/vj_ga_hu_1/2020/IMG_0003.JPG"	"IMG_0003.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:07 13:17:53"	"M"	"1 2"	2	1	19	"S750HK04275576"	159	223	32	0	"vj_ga_hu_1_2019-07-07_0007.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Vestre Jakobselv/vj_ga_hu_1/2020/IMG_0004.JPG"	"IMG_0004.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:07 13:17:53"	"M"	"2 2"	2	1	19	"S750HK04275576"	159	223	32	0	"vj_ga_hu_1_2019-07-07_0008.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Vestre Jakobselv/vj_ga_hu_1/2020/IMG_0005.JPG"	"IMG_0005.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:07 13:18:53"	"M"	"1 2"	3	1	19	"S750HK04275576"	159	223	16	0	"vj_ga_hu_1_2019-07-07_0009.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Vestre Jakobselv/vj_ga_hu_1/2020/IMG_0006.JPG"	"IMG_0006.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:07 13:18:54"	"M"	"2 2"	3	1	19	"S750HK04275576"	159	223	16	0	"vj_ga_hu_1_2019-07-07_0010.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Vestre Jakobselv/vj_ga_hu_1/2020/IMG_0007.JPG"	"IMG_0007.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:07 13:20:00"	"M"	"1 2"	4	1	19	"S750HK04275576"	143	239	16	0	"vj_ga_hu_1_2019-07-07_0011.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Vestre Jakobselv/vj_ga_hu_1/2020/IMG_0008.JPG"	"IMG_0008.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:07 13:20:01"	"M"	"2 2"	4	1	19	"S750HK04275576"	143	239	16	0	"vj_ga_hu_1_2019-07-07_0012.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Vestre Jakobselv/vj_ga_hu_1/2020/IMG_0009.JPG"	"IMG_0009.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:07 20:00:00"	"T"	"0 0"	1	1	10	"S750HK04275576"	143	239	16	0	"vj_ga_hu_1_2019-07-07_0013.JPG"
"//ad.uit.no/ntfak/OkosystemFinnmark/bilder_smagnagerfotobokser/Data/Images organised by Region_site_year/Vestre Jakobselv/vj_ga_hu_1/2020/IMG_0010.JPG"	"IMG_0010.JPG"	"RECONYX"	"SM750 SECURITY"	"2019:07:08 08:00:00"	"T"	"0 0"	2	2	11	"S750HK04275576"	143	239	16	0	"vj_ga_hu_1_2019-07-08_0001.JPG"
